type,name,country1,country2,country3,country4,country5,country6,country7,country8,country9,country10,country11,country12,country13,country14,country15,country16,country17,country18,country19,country20,country21
first,Lazar,Montenegro,Serbia,,,,,,,,,,,,,,,,,,,
first,Lazaros,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Leandro,Luxembourg,Portugal,,,,,,,,,,,,,,,,,,,
first,Leart,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Ledion,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Lee,England,Gibraltar,Wales,,,,,,,,,,,,,,,,,,
first,Leevi,Finland,,,,,,,,,,,,,,,,,,,,
first,Lefteris,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Leif,Denmark,Norway,Sweden,,,,,,,,,,,,,,,,,,
first,Leifur,Iceland,,,,,,,,,,,,,,,,,,,,
first,Leo,Andorra,Gibraltar,Portugal,Spain,,,,,,,,,,,,,,,,,
first,Leon,Austria,England,Germany,Gibraltar,Liechtenstein,Switzerland,,,,,,,,,,,,,,,
first,Leonard,Austria,Germany,Liechtenstein,,,,,,,,,,,,,,,,,,
first,Leonardo,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Leonid,Belarus,Russia,Ukraine,,,,,,,,,,,,,,,,,,
first,Leonidas,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Leszek,Poland,,,,,,,,,,,,,,,,,,,,
first,Lev,Russia,,,,,,,,,,,,,,,,,,,,
first,Levan,Georgia,,,,,,,,,,,,,,,,,,,,
first,Levente,Hungary,,,,,,,,,,,,,,,,,,,,
first,Levi,Faroe Islands,Netherlands,,,,,,,,,,,,,,,,,,,
first,Levon,Armenia,,,,,,,,,,,,,,,,,,,,
first,Lewis,England,Gibraltar,Scotland,,,,,,,,,,,,,,,,,,
first,Liam,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Libor,Czechia,,,,,,,,,,,,,,,,,,,,
first,Linas,Lithuania,,,,,,,,,,,,,,,,,,,,
first,Linus,Sweden,,,,,,,,,,,,,,,,,,,,
first,Lior,Israel,,,,,,,,,,,,,,,,,,,,
first,Liran,Israel,,,,,,,,,,,,,,,,,,,,
first,Ljupco,North Macedonia,,,,,,,,,,,,,,,,,,,,
first,Llewellyn,Wales,,,,,,,,,,,,,,,,,,,,
first,Logan,England,Gibraltar,Scotland,,,,,,,,,,,,,,,,,,
first,Logi,Iceland,,,,,,,,,,,,,,,,,,,,
first,Loic,Belgium,France,Liechtenstein,Monaco,Switzerland,,,,,,,,,,,,,,,,
first,Loizos,Cyprus,,,,,,,,,,,,,,,,,,,,
first,Lorcan,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Lorenzo,Andorra,Gibraltar,Italy,San Marino,Spain,,,,,,,,,,,,,,,,
first,Louis,Belgium,England,France,Gibraltar,Luxembourg,Monaco,,,,,,,,,,,,,,,
first,Lovro,Croatia,,,,,,,,,,,,,,,,,,,,
first,Luan,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Lubomir,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
first,Luca,Austria,Germany,Italy,Liechtenstein,Malta,San Marino,Switzerland,,,,,,,,,,,,,,
first,Lucas,Andorra,Belgium,France,Gibraltar,Monaco,Netherlands,Portugal,Spain,,,,,,,,,,,,,
first,Lucien,Belgium,France,Luxembourg,Monaco,,,,,,,,,,,,,,,,,
first,Ludovic,Belgium,France,Monaco,,,,,,,,,,,,,,,,,,
first,Ludvig,Sweden,,,,,,,,,,,,,,,,,,,,
first,Luis,Andorra,Gibraltar,Portugal,Spain,,,,,,,,,,,,,,,,,
first,Luka,Croatia,Montenegro,Serbia,Slovenia,,,,,,,,,,,,,,,,,
first,Lukas,Czechia,Slovakia,,,,,,,,,,,,,,,,,,,
first,Lukasz,Poland,,,,,,,,,,,,,,,,,,,,
first,Luke,England,Gibraltar,Malta,Wales,,,,,,,,,,,,,,,,,
first,Maarten,Netherlands,,,,,,,,,,,,,,,,,,,,
first,Maciej,Poland,,,,,,,,,,,,,,,,,,,,
first,Madi,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Mads,Denmark,,,,,,,,,,,,,,,,,,,,
first,Magnus,Denmark,Faroe Islands,Iceland,Norway,Sweden,,,,,,,,,,,,,,,,
first,Mahir,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Maksat,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Maksim,Belarus,Russia,,,,,,,,,,,,,,,,,,,
first,Maksym,Ukraine,,,,,,,,,,,,,,,,,,,,
first,Maksymilian,Poland,,,,,,,,,,,,,,,,,,,,
first,Malachy,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Malcolm,Malta,Scotland,,,,,,,,,,,,,,,,,,,
first,Manolis,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Mantas,Lithuania,,,,,,,,,,,,,,,,,,,,
first,Manuel,Andorra,Austria,Germany,Gibraltar,Italy,Liechtenstein,Portugal,San Marino,Spain,Switzerland,,,,,,,,,,,
first,Manvel,Armenia,,,,,,,,,,,,,,,,,,,,
first,Maor,Israel,,,,,,,,,,,,,,,,,,,,
first,Marash,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Marat,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Marc,Belgium,France,Germany,Monaco,,,,,,,,,,,,,,,,,
first,Marcel,France,Germany,Liechtenstein,Monaco,Switzerland,,,,,,,,,,,,,,,,
first,Marcin,Poland,,,,,,,,,,,,,,,,,,,,
first,Marco,Andorra,Austria,Germany,Gibraltar,Italy,Liechtenstein,Portugal,San Marino,Spain,Switzerland,,,,,,,,,,,
first,Marcos,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Marcus,England,Germany,Gibraltar,Sweden,,,,,,,,,,,,,,,,,
first,Marek,Czechia,Poland,Slovakia,,,,,,,,,,,,,,,,,,
first,Margus,Estonia,,,,,,,,,,,,,,,,,,,,
first,Marin,Moldova,,,,,,,,,,,,,,,,,,,,
first,Marinos,Cyprus,,,,,,,,,,,,,,,,,,,,
first,Mario,Andorra,Croatia,Gibraltar,Spain,,,,,,,,,,,,,,,,,
first,Marios,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Maris,Latvia,,,,,,,,,,,,,,,,,,,,
first,Marius,Lithuania,Moldova,Romania,,,,,,,,,,,,,,,,,,
first,Mark,Latvia,Lithuania,Russia,Ukraine,,,,,,,,,,,,,,,,,
first,Marko,Croatia,Estonia,Montenegro,Serbia,Slovenia,,,,,,,,,,,,,,,,
first,Mart,Estonia,,,,,,,,,,,,,,,,,,,,
first,Marten,Estonia,,,,,,,,,,,,,,,,,,,,
first,Martin,Andorra,Austria,Bulgaria,Croatia,Czechia,Denmark,Estonia,Germany,Gibraltar,Hungary,Liechtenstein,North Macedonia,Norway,Portugal,Slovakia,Slovenia,Spain,Sweden,Switzerland,,
first,Martins,Latvia,,,,,,,,,,,,,,,,,,,,
first,Marton,Hungary,,,,,,,,,,,,,,,,,,,,
first,Marvin,England,Gibraltar,Luxembourg,,,,,,,,,,,,,,,,,,
first,Massimo,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Mate,Croatia,Hungary,,,,,,,,,,,,,,,,,,,
first,Matej,Croatia,Czechia,Slovakia,Slovenia,,,,,,,,,,,,,,,,,
first,Mateo,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Mateusz,Poland,,,,,,,,,,,,,,,,,,,,
first,Mathias,Belgium,Denmark,France,Germany,Luxembourg,Monaco,Norway,,,,,,,,,,,,,,
first,Mathieu,Belgium,France,Liechtenstein,Monaco,Switzerland,,,,,,,,,,,,,,,,
first,Matic,Slovenia,,,,,,,,,,,,,,,,,,,,
first,Mats,Sweden,,,,,,,,,,,,,,,,,,,,
first,Matteo,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Matthew,England,Gibraltar,Malta,Scotland,Wales,,,,,,,,,,,,,,,,
first,Matthias,Austria,Germany,Liechtenstein,Switzerland,,,,,,,,,,,,,,,,,
first,Matti,Finland,,,,,,,,,,,,,,,,,,,,
first,Mattia,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Matus,Slovakia,,,,,,,,,,,,,,,,,,,,
first,Matvey,Russia,,,,,,,,,,,,,,,,,,,,
first,Max,Austria,England,Germany,Gibraltar,Liechtenstein,,,,,,,,,,,,,,,,
first,Maxim,Moldova,,,,,,,,,,,,,,,,,,,,
first,Maxime,Luxembourg,,,,,,,,,,,,,,,,,,,,
first,Maximilian,Austria,Germany,Liechtenstein,,,,,,,,,,,,,,,,,,
first,Mees,Netherlands,,,,,,,,,,,,,,,,,,,,
first,Mehmet,Turkey,,,,,,,,,,,,,,,,,,,,
first,Meirion,Wales,,,,,,,,,,,,,,,,,,,,
first,Melih,Turkey,,,,,,,,,,,,,,,,,,,,
first,Mentor,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Merab,Georgia,,,,,,,,,,,,,,,,,,,,
first,Mersudin,Bosnia,,,,,,,,,,,,,,,,,,,,
first,Mert,Turkey,,,,,,,,,,,,,,,,,,,,
first,Mher,Armenia,,,,,,,,,,,,,,,,,,,,
first,Mica,Luxembourg,,,,,,,,,,,,,,,,,,,,
first,Michael,Austria,England,Germany,Gibraltar,Liechtenstein,Northern Ireland,Scotland,Switzerland,Wales,,,,,,,,,,,,
first,Michail,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Michal,Poland,Slovakia,,,,,,,,,,,,,,,,,,,
first,Micheal,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Michel,Belgium,France,Liechtenstein,Monaco,Switzerland,,,,,,,,,,,,,,,,
first,Michele,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Miguel,Andorra,Gibraltar,Portugal,Spain,,,,,,,,,,,,,,,,,
first,Miha,Slovenia,,,,,,,,,,,,,,,,,,,,
first,Mihai,Moldova,Romania,,,,,,,,,,,,,,,,,,,
first,Mihkel,Estonia,,,,,,,,,,,,,,,,,,,,
first,Miika,Finland,,,,,,,,,,,,,,,,,,,,
first,Mikael,Sweden,,,,,,,,,,,,,,,,,,,,
first,Mikhail,Belarus,Russia,,,,,,,,,,,,,,,,,,,
first,Mikheil,Georgia,,,,,,,,,,,,,,,,,,,,
first,Mikkel,Denmark,,,,,,,,,,,,,,,,,,,,
first,Mikkjal,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Mikko,Finland,,,,,,,,,,,,,,,,,,,,
first,Mikolaj,Poland,,,,,,,,,,,,,,,,,,,,
first,Milan,Bulgaria,Croatia,Czechia,Montenegro,North Macedonia,Serbia,Slovakia,Slovenia,,,,,,,,,,,,,
first,Milos,Montenegro,Serbia,,,,,,,,,,,,,,,,,,,
first,Miloslav,Czechia,,,,,,,,,,,,,,,,,,,,
first,Milot,Kosovo,,,,,,,,,,,,,,,,,,,,
first,Mindaugas,Lithuania,,,,,,,,,,,,,,,,,,,,
first,Miodrag,Montenegro,,,,,,,,,,,,,,,,,,,,
first,Mirko,Montenegro,,,,,,,,,,,,,,,,,,,,
first,Miroslav,Montenegro,Serbia,Slovakia,,,,,,,,,,,,,,,,,,
first,Mirsahib,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Mirza,Bosnia,,,,,,,,,,,,,,,,,,,,
first,Mislav,Croatia,,,,,,,,,,,,,,,,,,,,
first,Mite,North Macedonia,,,,,,,,,,,,,,,,,,,,
first,Morgan,Wales,,,,,,,,,,,,,,,,,,,,
first,Moritz,Austria,Germany,Liechtenstein,,,,,,,,,,,,,,,,,,
first,Moshe,Israel,,,,,,,,,,,,,,,,,,,,
first,Muhamed,Bosnia,,,,,,,,,,,,,,,,,,,,
first,Muhammet,Turkey,,,,,,,,,,,,,,,,,,,,
first,Murad,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Murat,Turkey,,,,,,,,,,,,,,,,,,,,
first,Mustafa,Turkey,,,,,,,,,,,,,,,,,,,,
first,Mykhailo,Ukraine,,,,,,,,,,,,,,,,,,,,
first,Myles,Malta,,,,,,,,,,,,,,,,,,,,
first,Nacho,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Nadav,Israel,,,,,,,,,,,,,,,,,,,,
first,Namig,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Narek,Armenia,,,,,,,,,,,,,,,,,,,,
first,Nathan,England,Gibraltar,Wales,,,,,,,,,,,,,,,,,,
first,Naum,North Macedonia,,,,,,,,,,,,,,,,,,,,
first,Nderim,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Nebojsa,Montenegro,Serbia,,,,,,,,,,,,,,,,,,,
first,Nedim,Bosnia,,,,,,,,,,,,,,,,,,,,
first,Neil,Malta,Northern Ireland,Scotland,,,,,,,,,,,,,,,,,,
first,Nejc,Slovenia,,,,,,,,,,,,,,,,,,,,
first,Nemanja,Montenegro,Serbia,,,,,,,,,,,,,,,,,,,
first,Nenad,Montenegro,Serbia,,,,,,,,,,,,,,,,,,,
first,Neophytos,Cyprus,,,,,,,,,,,,,,,,,,,,
first,Nerijus,Lithuania,,,,,,,,,,,,,,,,,,,,
first,Nermin,Bosnia,,,,,,,,,,,,,,,,,,,,
first,Niall,Northern Ireland,Republic of Ireland,,,,,,,,,,,,,,,,,,,
first,Nichita,Moldova,,,,,,,,,,,,,,,,,,,,
first,Nicky,Malta,,,,,,,,,,,,,,,,,,,,
first,Nicola,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Nicolae,Moldova,Romania,,,,,,,,,,,,,,,,,,,
first,Nicolai,Denmark,Faroe Islands,,,,,,,,,,,,,,,,,,,
first,Nicolas,Andorra,Belgium,France,Gibraltar,Liechtenstein,Luxembourg,Monaco,Portugal,Spain,Switzerland,,,,,,,,,,,
first,Nicolo,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Nicu,Moldova,,,,,,,,,,,,,,,,,,,,
first,Niels,Netherlands,,,,,,,,,,,,,,,,,,,,
first,Nihad,Bosnia,,,,,,,,,,,,,,,,,,,,
first,Nijat,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Nik,Slovenia,,,,,,,,,,,,,,,,,,,,
first,Nika,Georgia,,,,,,,,,,,,,,,,,,,,
first,Nikita,Belarus,Russia,,,,,,,,,,,,,,,,,,,
first,Niklas,Germany,Sweden,,,,,,,,,,,,,,,,,,,
first,Niko,Finland,,,,,,,,,,,,,,,,,,,,
first,Nikola,Bulgaria,Croatia,Montenegro,North Macedonia,Serbia,Slovenia,,,,,,,,,,,,,,,
first,Nikolai,Belarus,Malta,Russia,,,,,,,,,,,,,,,,,,
first,Nikolaos,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Nikolay,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
first,Nikoloz,Georgia,,,,,,,,,,,,,,,,,,,,
first,Nils,Norway,Sweden,,,,,,,,,,,,,,,,,,,
first,Nir,Israel,,,,,,,,,,,,,,,,,,,,
first,Noah,Belgium,Denmark,England,France,Germany,Gibraltar,Monaco,Norway,Sweden,Wales,,,,,,,,,,,
first,Noam,Israel,,,,,,,,,,,,,,,,,,,,
first,Norayr,Armenia,,,,,,,,,,,,,,,,,,,,
first,Norbert,Hungary,Slovakia,,,,,,,,,,,,,,,,,,,
first,Norman,England,Gibraltar,Scotland,,,,,,,,,,,,,,,,,,
first,Normunds,Latvia,,,,,,,,,,,,,,,,,,,,
first,Novak,Montenegro,,,,,,,,,,,,,,,,,,,,
first,Nuno,Portugal,,,,,,,,,,,,,,,,,,,,
first,Nurbek,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Nurbol,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Nurlan,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Nursultan,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Octavian,Moldova,Romania,,,,,,,,,,,,,,,,,,,
first,Odd,Norway,,,,,,,,,,,,,,,,,,,,
first,Odhran,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Odin,Iceland,Norway,,,,,,,,,,,,,,,,,,,
first,Odmar,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Odysseas,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Ofir,Israel,,,,,,,,,,,,,,,,,,,,
first,Ognjen,Montenegro,Serbia,,,,,,,,,,,,,,,,,,,
first,Oguz,Turkey,,,,,,,,,,,,,,,,,,,,
first,Oisin,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Ola,Norway,,,,,,,,,,,,,,,,,,,,
first,Olafur,Iceland,,,,,,,,,,,,,,,,,,,,
first,Ole,Denmark,Norway,,,,,,,,,,,,,,,,,,,
first,Oleg,Belarus,Moldova,Russia,,,,,,,,,,,,,,,,,,
first,Oleh,Ukraine,,,,,,,,,,,,,,,,,,,,
first,Oleksandr,Ukraine,,,,,,,,,,,,,,,,,,,,
first,Oleksii,Ukraine,,,,,,,,,,,,,,,,,,,,
first,Oli,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Oliver,Austria,Denmark,England,Germany,Gibraltar,Liechtenstein,Norway,Sweden,Switzerland,Wales,,,,,,,,,,,
first,Olivier,Belgium,France,Liechtenstein,Luxembourg,Monaco,Switzerland,,,,,,,,,,,,,,,
first,Olli,Finland,,,,,,,,,,,,,,,,,,,,
first,Olzhas,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Omri,Israel,,,,,,,,,,,,,,,,,,,,
first,Ondrej,Czechia,Slovakia,,,,,,,,,,,,,,,,,,,
first,Onni,Finland,,,,,,,,,,,,,,,,,,,,
first,Onur,Turkey,,,,,,,,,,,,,,,,,,,,
first,Oren,Israel,,,,,,,,,,,,,,,,,,,,
first,Orestis,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Orges,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Orhan,Turkey,,,,,,,,,,,,,,,,,,,,
first,Ori,Israel,,,,,,,,,,,,,,,,,,,,
first,Orkhan,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Orri,Iceland,,,,,,,,,,,,,,,,,,,,
first,Oscar,Andorra,England,Gibraltar,Spain,,,,,,,,,,,,,,,,,
first,Oskar,Iceland,Sweden,,,,,,,,,,,,,,,,,,,
first,Oskari,Finland,,,,,,,,,,,,,,,,,,,,
first,Oskars,Latvia,,,,,,,,,,,,,,,,,,,,
first,Otar,Georgia,,,,,,,,,,,,,,,,,,,,
first,Owain,Wales,,,,,,,,,,,,,,,,,,,,
first,Owen,England,Gibraltar,Malta,Wales,,,,,,,,,,,,,,,,,
first,Ozan,Turkey,,,,,,,,,,,,,,,,,,,,
first,Paata,Georgia,,,,,,,,,,,,,,,,,,,,
first,Pablo,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Paddy,Northern Ireland,Republic of Ireland,,,,,,,,,,,,,,,,,,,
first,Padraig,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Palli,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Pambos,Cyprus,,,,,,,,,,,,,,,,,,,,
first,Panagiotis,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Pande,North Macedonia,,,,,,,,,,,,,,,,,,,,
first,Paolo,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Pascal,Belgium,France,Germany,Monaco,,,,,,,,,,,,,,,,,
first,Patrick,Belgium,France,Germany,Monaco,Northern Ireland,,,,,,,,,,,,,,,,
first,Patrik,Czechia,Slovakia,Sweden,,,,,,,,,,,,,,,,,,
first,Patryk,Poland,,,,,,,,,,,,,,,,,,,,
first,Paul,Austria,England,France,Germany,Gibraltar,Liechtenstein,Monaco,Northern Ireland,Scotland,,,,,,,,,,,,
first,Paulius,Lithuania,,,,,,,,,,,,,,,,,,,,
first,Paulo,Portugal,,,,,,,,,,,,,,,,,,,,
first,Pavel,Belarus,Czechia,Russia,,,,,,,,,,,,,,,,,,
first,Pavlos,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Pavol,Slovakia,,,,,,,,,,,,,,,,,,,,
first,Pawel,Poland,,,,,,,,,,,,,,,,,,,,
first,Peadar,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Pedro,Andorra,Gibraltar,Portugal,Spain,,,,,,,,,,,,,,,,,
first,Pekka,Finland,,,,,,,,,,,,,,,,,,,,
first,Per,Norway,Sweden,,,,,,,,,,,,,,,,,,,
first,Perttu,Finland,,,,,,,,,,,,,,,,,,,,
first,Petar,Bulgaria,Croatia,Montenegro,North Macedonia,Serbia,,,,,,,,,,,,,,,,
first,Peter,Denmark,England,Gibraltar,Hungary,Norway,Scotland,Slovakia,Sweden,,,,,,,,,,,,,
first,Petr,Czechia,,,,,,,,,,,,,,,,,,,,
first,Petre,North Macedonia,,,,,,,,,,,,,,,,,,,,
first,Petri,Finland,,,,,,,,,,,,,,,,,,,,
first,Petro,Ukraine,,,,,,,,,,,,,,,,,,,,
first,Petros,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Petru,Moldova,,,,,,,,,,,,,,,,,,,,
first,Petur,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Philip,England,Gibraltar,,,,,,,,,,,,,,,,,,,
first,Philipp,Austria,Germany,Liechtenstein,Switzerland,,,,,,,,,,,,,,,,,
first,Piers,England,Gibraltar,,,,,,,,,,,,,,,,,,,
first,Pieter,Netherlands,,,,,,,,,,,,,,,,,,,,
first,Pietro,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Piotr,Poland,,,,,,,,,,,,,,,,,,,,
first,Pit,Luxembourg,,,,,,,,,,,,,,,,,,,,
first,Plamen,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
first,Pontus,Sweden,,,,,,,,,,,,,,,,,,,,
first,Poul,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Predrag,Montenegro,Serbia,,,,,,,,,,,,,,,,,,,
first,Priit,Estonia,,,,,,,,,,,,,,,,,,,,
first,Primoz,Slovenia,,,,,,,,,,,,,,,,,,,,
first,Przemyslaw,Poland,,,,,,,,,,,,,,,,,,,,
first,Pyotr,Russia,,,,,,,,,,,,,,,,,,,,
first,Radek,Czechia,,,,,,,,,,,,,,,,,,,,
first,Radomir,Montenegro,,,,,,,,,,,,,,,,,,,,
first,Radoslav,Bulgaria,North Macedonia,Slovakia,,,,,,,,,,,,,,,,,,
first,Radovan,Montenegro,Serbia,,,,,,,,,,,,,,,,,,,
first,Rafael,Armenia,,,,,,,,,,,,,,,,,,,,
first,Rafal,Poland,,,,,,,,,,,,,,,,,,,,
first,Raffaele,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Ragnar,Estonia,Iceland,,,,,,,,,,,,,,,,,,,
first,Rahman,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Raimonds,Latvia,,,,,,,,,,,,,,,,,,,,
first,Rain,Estonia,,,,,,,,,,,,,,,,,,,,
first,Ramil,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Ramin,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Ran,Israel,,,,,,,,,,,,,,,,,,,,
first,Ranko,Montenegro,,,,,,,,,,,,,,,,,,,,
first,Rannvi,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Rares,Moldova,Romania,,,,,,,,,,,,,,,,,,,
first,Rashad,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Rasmus,Denmark,Estonia,Faroe Islands,Finland,Sweden,,,,,,,,,,,,,,,,
first,Rastislav,Slovakia,,,,,,,,,,,,,,,,,,,,
first,Ratko,Croatia,,,,,,,,,,,,,,,,,,,,
first,Raul,Andorra,Estonia,Gibraltar,Spain,,,,,,,,,,,,,,,,,
first,Rauno,Estonia,,,,,,,,,,,,,,,,,,,,
first,Razvan,Moldova,Romania,,,,,,,,,,,,,,,,,,,
first,Redon,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Reece,England,Gibraltar,Wales,,,,,,,,,,,,,,,,,,
first,Renars,Latvia,,,,,,,,,,,,,,,,,,,,
first,Renato,Portugal,,,,,,,,,,,,,,,,,,,,
first,Rennie,Malta,,,,,,,,,,,,,,,,,,,,
first,Rens,Netherlands,,,,,,,,,,,,,,,,,,,,
first,Renzo,Malta,,,,,,,,,,,,,,,,,,,,
first,Rezart,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Rhodri,Wales,,,,,,,,,,,,,,,,,,,,
first,Rhys,Wales,,,,,,,,,,,,,,,,,,,,
first,Ricardo,Andorra,Gibraltar,Portugal,Spain,,,,,,,,,,,,,,,,,
first,Riccardo,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Richard,Slovakia,,,,,,,,,,,,,,,,,,,,
first,Rick,Netherlands,,,,,,,,,,,,,,,,,,,,
first,Rihards,Latvia,,,,,,,,,,,,,,,,,,,,
first,Riku,Finland,,,,,,,,,,,,,,,,,,,,
first,Rimas,Lithuania,,,,,,,,,,,,,,,,,,,,
first,Risto,Montenegro,North Macedonia,,,,,,,,,,,,,,,,,,,
first,Ritvars,Latvia,,,,,,,,,,,,,,,,,,,,
first,Robert,Estonia,Poland,Slovakia,,,,,,,,,,,,,,,,,,
first,Roberto,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Roberts,Latvia,,,,,,,,,,,,,,,,,,,,
first,Robin,England,Estonia,Gibraltar,Scotland,Sweden,,,,,,,,,,,,,,,,
first,Rocco,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Rodrigo,Andorra,Gibraltar,Portugal,Spain,,,,,,,,,,,,,,,,,
first,Roger,Sweden,,,,,,,,,,,,,,,,,,,,
first,Rogvi,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Roi,Israel,,,,,,,,,,,,,,,,,,,,
first,Rok,Slovenia,,,,,,,,,,,,,,,,,,,,
first,Rokas,Lithuania,,,,,,,,,,,,,,,,,,,,
first,Roland,Hungary,,,,,,,,,,,,,,,,,,,,
first,Romain,Luxembourg,,,,,,,,,,,,,,,,,,,,
first,Roman,Belarus,Russia,Slovakia,Ukraine,,,,,,,,,,,,,,,,,
first,Ronald,Scotland,,,,,,,,,,,,,,,,,,,,
first,Ronan,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Roope,Finland,,,,,,,,,,,,,,,,,,,,
first,Rory,Northern Ireland,Republic of Ireland,Scotland,,,,,,,,,,,,,,,,,,
first,Ross,Northern Ireland,Scotland,,,,,,,,,,,,,,,,,,,
first,Rostislav,Russia,Ukraine,,,,,,,,,,,,,,,,,,,
first,Rostyslav,Ukraine,,,,,,,,,,,,,,,,,,,,
first,Rowen,Malta,,,,,,,,,,,,,,,,,,,,
first,Ruairi,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Ruben,Andorra,Armenia,Gibraltar,Netherlands,Portugal,Spain,,,,,,,,,,,,,,,
first,Rui,Portugal,,,,,,,,,,,,,,,,,,,,
first,Rumen,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
first,Rune,Denmark,Norway,,,,,,,,,,,,,,,,,,,
first,Rurik,Iceland,,,,,,,,,,,,,,,,,,,,
first,Ruslan,Belarus,Kazakhstan,Russia,Ukraine,,,,,,,,,,,,,,,,,
first,Rustem,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Ryan,England,Gibraltar,Northern Ireland,Scotland,Wales,,,,,,,,,,,,,,,,
first,Saba,Georgia,,,,,,,,,,,,,,,,,,,,
first,Sabuhi,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Sagiv,Israel,,,,,,,,,,,,,,,,,,,,
